datetime,delay,distance,origin,destination
03051033,1273.42,1683.74,NL795,pk610
03051033,1175.07,1051.63,NL795,pk610
03051033,1168.97,2560.63,NL795,pk610
03051034,1246.32,1407.0,NL795,pk610
03051034,1323.51,470.929,NL795,pk610
03051035,1169.82,1912.93,NL795,pk610
03051035,1207.5,2289.6,NL795,pk610
03051036,1146.34,2597.89,NL795,pk610
03051052,1194.3,1159.96,NL793,pk438
03051053,1147.73,1151.25,NL793,pk438
03051053,1160.87,1755.21,NL793,pk438
03051053,1315.0,3048.21,NL793,pk438
03051053,1184.05,2191.68,NL793,pk438
03051054,1230.58,2345.14,NL793,pk438
03051055,1117.76,2644.16,NL793,pk438
03051055,949.706,3364.97,NL793,pk438
03051112,1178.17,2173.92,NL1142,pk345
03051113,1208.3,705.952,NL1142,pk345
03051113,1088.98,2427.88,NL1142,pk345
03051113,1194.62,2316.69,NL1142,pk345
03051114,1295.83,3096.58,NL1142,pk345
03051115,1187.63,306.704,NL1142,pk345
03051115,1139.5,1214.05,NL1142,pk345
03051115,1146.71,2466.78,NL1142,pk345
03051134,1256.26,2182.02,NL1137,pk376
03051135,1288.06,2287.68,NL1137,pk376
03051135,1154.39,973.126,NL1137,pk376
03051135,1134.89,451.147,NL1137,pk376
03051136,1328.12,2111.38,NL1137,pk376
03051137,1197.21,884.14,NL1137,pk376
03051137,1181.87,2270.21,NL1137,pk376
03051137,1216.21,2359.28,NL1137,pk376
03051153,1211.95,2708.88,NL797,pk477
03051153,1159.2,1399.11,NL797,pk477
03051153,1283.04,2506.59,NL797,pk477
03051154,1152.7,1877.89,NL797,pk477
03051154,1269.94,1275.81,NL797,pk477
03051155,1159.13,1151.31,NL797,pk477
03051156,1232.54,3703.97,NL797,pk477
03051213,1117.82,1420.16,RB1800,ok2334
03051214,1132.48,1934.12,RB1800,ok2334
03051214,1207.65,2969.91,RB1800,ok2334
03051214,1122.08,3372.32,RB1800,ok2334
03051214,1147.92,2805.38,RB1800,ok2334
03051215,1116.84,2114.35,RB1800,ok2334
03051216,1208.88,381.846,RB1800,ok2334
03051233,1153.71,2678.82,JT603,sa603
03051234,1182.02,2024.13,JT603,sa603
03051234,1162.75,646.779,JT603,sa603
03051234,1245.41,2985.15,JT603,sa603
03051235,1158.65,723.645,JT603,sa603
03051236,1107.85,1295.78,JT603,sa603
03051253,982.604,2462.94,CE1047,ep271
03051254,985.905,2266.51,CE1047,ep271
03051254,937.826,2701.48,CE1047,ep271
03051254,896.168,2439.6,CE1047,ep271
03051255,970.29,2381.91,CE1047,ep271
03051256,978.066,2836.62,CE1047,ep271
03051256,938.512,2341.52,CE1047,ep271
03051257,941.892,2602.94,CE1047,ep271
03051312,1214.85,427.544,MT13113,n3419
03051313,1227.29,3364.31,MT13113,n3419
03051313,1225.93,1446.32,MT13113,n3419
03051314,1260.63,3334.17,MT13113,n3419
03051315,1178.43,2134.7,MT13113,n3419
03051315,1238.52,3498.18,MT13113,n3419
03071106,950.755,2447.07,JU438,-N/A-
03071107,1054.8,3197.49,MY16,-N/A-
03071108,1109.62,3066.22,JU393,-N/A-
03071108,1014.32,3442.13,CB4856,-N/A-
03071110,1103.33,25.327,RC301,-N/A-
03071110,1097.77,2854.92,N2,-N/A-
03071111,1027.28,2727.24,LSJ1,-N/A-
03071131,1104.34,8.02129,RC301,-N/A-
03071140,1088.03,1111.62,N2,-N/A-
03071142,1014.04,3168.93,JU438,-N/A-
03071142,1081.33,3122.86,LSJ1,-N/A-
03071142,1016.52,2854.69,JU298,-N/A-
03071144,1132.92,3185.15,CB4856,-N/A-
03071145,1115.91,2988.57,RC301,-N/A-
03071145,1046.47,3142.33,JU393,-N/A-
03071203,942.6,172.816,JU298,-N/A-
03071205,864.497,187.304,LSJ1,-N/A-
03071215,1064.47,2983.77,JU393,-N/A-
03071217,992.256,3185.14,MY16,-N/A-
03071217,1127.22,834.769,N2,-N/A-
03071217,1152.25,3127.44,RC301,-N/A-
03071220,1055.05,3204.52,LSJ1,-N/A-
03071220,1119.62,3326.2,CB4856,-N/A-
03071220,1015.11,2681.24,JU298,-N/A-
03071251,1020.29,2998.69,LSJ1,-N/A-
03071252,1072.21,3404.8,JU393,-N/A-
03071253,996.732,2832.77,JU438,-N/A-
03071253,1125.78,3250.05,CB4856,-N/A-
03071255,1082.67,3311.15,RC301,-N/A-
03071255,1022.02,3342.52,MY16,-N/A-
03071256,1062.0,2235.88,JU298,-N/A-
03071522,1144.13,3555.76,RC301,-N/A-
03071523,1100.16,3249.25,LSJ1,-N/A-
03071524,1156.33,1055.5,N2,-N/A-
03071526,1051.61,3311.24,JU438,-N/A-
03071527,1073.88,4883.5,MY16,-N/A-
03071534,990.37,3238.02,JU298,-N/A-
03071556,1138.65,4621.71,CB4856,-N/A-
03071558,1072.8,3788.28,JU393,-N/A-
03071558,1075.95,3353.13,MY16,-N/A-
03071600,1013.08,4018.17,JU298,-N/A-
03071600,1187.86,2659.85,N2,-N/A-
03071601,1057.26,2949.33,JU438,-N/A-
03071602,1015.7,3456.35,JU298,-N/A-
03071631,969.272,3565.88,JU298,-N/A-
03071632,1177.92,4160.9,CB4856,-N/A-
03071633,1061.65,3174.54,JU438,-N/A-
03071633,1067.64,3349.66,LSJ1,-N/A-
03071635,1117.3,4024.89,JU393,-N/A-
03071636,1258.64,2131.36,N2,-N/A-
03071637,1080.48,3416.36,MY16,-N/A-
03081146,935.294,1977.94,JU438,-N/A-
03081147,1045.75,3294.14,MY16,-N/A-
03081148,1013.16,2820.72,CB4856,-N/A-
03081148,1073.79,3517.6,JU393,-N/A-
03081150,1167.58,1428.38,N2,-N/A-
03081150,945.01,3246.27,LSJ1,-N/A-
03081150,1084.43,1131.88,N2,-N/A-
03081151,1078.49,2414.16,RC301,-N/A-
03081152,1105.35,672.254,AQ2947,-N/A-
03081153,1000.17,2646.5,RB1543,ok1853
03081153,1066.72,85.3431,NC279,ok150
03081153,1194.2,950.775,CB1069,e1069
03081154,1055.9,1380.14,NC279,ok150
03081157,889.473,45.3189,DR96,e911
03081157,1078.83,2222.09,TG34,op236
03081200,1059.77,1723.38,TG34,op236
03081209,1090.9,2912.49,TG34,op236
03081211,1051.05,3836.49,NC279,ok150
03081211,1173.46,1727.44,N2,-N/A-
03081212,1078.27,2362.87,AQ2947,-N/A-
03081212,724.126,43.9479,CB81,e81
03081215,1181.22,4541.91,CB1069,e1069
03081215,980.129,79.9542,DR96,e911
03081215,989.18,2159.69,RB1543,ok1853
03081223,1021.2,3395.05,RC301,-N/A-
03081223,983.795,2614.15,JU298,-N/A-
03081225,1051.94,3036.52,CB4856,-N/A-
03081226,1074.05,2912.09,JU393,-N/A-
03081226,991.306,2814.18,LSJ1,-N/A-
03081230,824.987,853.468,DR96,e911
03081232,1058.66,480.131,TG34,op236
03081232,1156.42,4492.92,AQ2947,-N/A-
03081233,1114.87,3238.48,CB1069,e1069
03081233,1155.42,3097.35,N2,-N/A-
03081236,719.037,50.4962,CB81,e81
03081236,1038.83,1327.49,NC279,ok150
03081236,1014.11,2420.9,RB1543,ok1853
03081236,1130.72,1126.23,N2,-N/A-
03081250,976.744,733.284,RB1543,ok1853
03081252,851.194,118.87,DR96,e911
03081252,1122.21,14.7458,NC279,ok150
03081252,1176.85,2840.97,N2,-N/A-
03081253,1107.05,1004.56,TG34,op236
03081255,1026.18,3470.12,JU393,-N/A-
03081255,1090.68,3000.41,NC279,ok150
03081256,1053.88,67.4554,AQ2947,-N/A-
03081256,776.095,3.87739,CB1069,e1069
03081256,1014.8,703.691,CB81,e81
03081257,1118.86,1312.94,N2,-N/A-
03081257,1013.7,3068.91,MY16,-N/A-
03081259,1124.65,5387.36,AQ2947,-N/A-
03081259,1198.51,507.151,CB1069,e1069
03081259,751.593,32.9529,CB81,e81
03081300,1081.48,3229.1,CB4856,-N/A-
03081300,1018.67,3192.86,JU298,-N/A-
03081300,1023.8,2705.52,RC301,-N/A-
03081310,697.851,92.1972,CB81,e81
03081312,1203.7,4143.99,AQ2947,-N/A-
03081312,1060.52,4313.22,TG34,op236
03081312,1008.07,2699.05,RB1543,ok1853
03081313,908.765,19.2808,DR96,e911
03081316,1168.0,1991.33,CB1069,e1069
03081316,1153.9,2864.59,N2,-N/A-
03081316,1095.97,2993.3,NC279,ok150
03081330,1165.87,1258.12,CB1069,e1069
03081332,693.916,26.2874,CB81,e81
03081333,976.974,58.9662,DR96,e911
03081333,1223.34,3573.62,N2,-N/A-
03081336,1010.78,3466.0,TG34,op236
03081337,1072.2,3551.92,NC279,ok150
03081337,1135.03,3384.07,AQ2947,-N/A-
03081516,1169.26,939.658,NC279,ok150
03081516,1009.36,3096.61,RC301,-N/A-
03081517,1065.05,3377.38,JU393,-N/A-
03081518,974.815,3430.29,CB4856,-N/A-
03081518,1100.77,744.688,CB1069,e1069
03081518,1046.28,856.821,RB1543,ok1853
03081518,998.941,3166.45,JU438,-N/A-
03081519,1237.43,1551.38,TG34,op236
03081519,631.661,11.9916,CB81,e81
03081520,1094.16,2558.05,MY16,-N/A-
03081521,1055.74,2795.4,JU298,-N/A-
03081522,1231.01,417.053,N2,-N/A-
03081522,1147.71,3554.32,AQ2947,-N/A-
03081522,913.017,213.492,DR96,e911
03081542,1127.74,4216.54,AQ2947,-N/A-
03081544,1084.32,3810.87,NC279,ok150
03081545,941.819,599.562,DR96,e911
03081545,1225.67,3214.3,CB1069,e1069
03081545,784.884,54.3407,CB81,e81
03081548,1045.79,3229.1,RB1543,ok1853
03081549,1108.69,4085.08,TG34,op236
03081549,1219.28,3663.37,N2,-N/A-
03081551,947.214,3347.86,LSJ1,-N/A-
03081552,1125.27,3213.08,RC301,-N/A-
03081553,1124.1,3161.18,N2,-N/A-
03081553,998.265,3915.86,JU298,-N/A-
03081555,1022.34,4075.86,CB4856,-N/A-
03081555,1031.81,3446.14,JU438,-N/A-
03081556,1071.58,4502.58,MY16,-N/A-
03081628,1113.37,3803.79,JU393,-N/A-
03081628,1125.1,6130.98,MY16,-N/A-
03081629,1245.69,2600.13,N2,-N/A-
03081629,1198.35,2417.49,N2,-N/A-
03081630,1180.17,2631.51,N2,-N/A-
03081631,1031.71,3108.21,JU298,-N/A-
03081631,1000.74,3083.81,JU438,-N/A-
03081633,1247.46,1598.44,N2,-N/A-
03081633,1213.32,1914.58,N2,-N/A-
03081702,1080.62,3315.08,RC301,-N/A-
03081705,1062.43,3312.85,MY16,-N/A-
03081705,1164.15,3735.24,JU393,-N/A-
03081705,1175.75,2442.2,N2,-N/A-
03091043,1128.46,1165.36,N2,-N/A-
03091044,1184.68,830.256,N2,-N/A-
03091044,1193.18,1438.0,N2,-N/A-
03091045,1164.03,2489.44,N2,-N/A-
03091045,1178.12,2723.24,N2,-N/A-
03091104,1169.46,2919.71,NL793,pk438
03091105,1096.45,1158.46,NL793,pk438
03091105,1120.85,1210.78,NL793,pk438
03091106,1168.51,547.96,NL793,pk438
03091107,1186.79,2266.89,NL793,pk438
03091121,1052.02,4301.05,MY16,-N/A-
03091122,1020.33,2940.19,JU438,-N/A-
03091123,995.534,3847.11,CB4853,-N/A-
03091123,1067.95,2885.56,JU394,-N/A-
03091124,1122.68,2318.87,NL1142,pk345
03091124,1168.88,2383.33,NL1142,pk345
03091125,1209.42,1915.28,NL1142,pk345
03091125,973.595,2838.41,ED3049,-N/A-
03091125,1213.17,2845.9,NL1142,pk345
03091125,1079.44,3425.59,CB4852,-N/A-
03091126,1068.16,2449.8,N2,-N/A-
03091126,1186.99,2776.87,NL1142,pk345
03091142,1179.72,1296.98,NL795,pk610
03091143,1255.61,608.14,NL795,pk610
03091143,1163.91,2017.54,NL795,pk610
03091143,1272.94,2217.53,NL795,pk610
03091144,1191.64,3133.74,NL795,pk610
03091145,1222.91,1648.45,NL795,pk610
03091156,1006.92,2726.91,ED3049,-N/A-
03091157,1126.05,3293.9,MY16,-N/A-
03091158,1111.78,2816.93,N2,-N/A-
03091158,947.676,2627.15,-N/A-,-N/A-
03091200,966.396,3507.71,CB4853,-N/A-
03091200,1172.42,3445.14,JU394,-N/A-
03091201,1111.52,3442.31,CB4852,-N/A-
03091204,1259.87,2099.16,NL1137,pk376
03091205,1128.48,3333.12,NL1137,pk376
03091205,1162.08,358.751,NL1137,pk376
03091205,1148.65,182.855,NL1137,pk376
03091206,1263.0,2782.62,NL1137,pk376
03091206,1184.01,1597.23,NL1137,pk376
03091206,1202.28,2812.08,NL1137,pk376
03091207,1104.49,3007.85,NL1137,pk376
03091223,1171.11,2761.94,RB1816,ok2349
03091223,965.49,2045.32,JU438,-N/A-
03091224,1147.44,2954.01,RB1816,ok2349
03091224,1147.1,3382.8,RB1816,ok2349
03091224,1187.64,2870.56,RB1816,ok2349
03091226,1073.15,2623.97,RB1816,ok2349
03091226,1073.61,2894.05,RB1816,ok2349
03091228,1197.14,3026.55,RB1816,ok2349
03091231,1092.12,3682.55,JU394,-N/A-
03091232,1047.17,3149.97,ED3049,-N/A-
03091233,1085.95,3040.67,CB4852,-N/A-
03091233,967.613,3438.48,JU438,-N/A-
03091235,926.36,2251.72,-N/A-,-N/A-
03091235,1106.09,2527.27,N2,-N/A-
03091236,1022.8,3412.88,CB4853,-N/A-
03091242,1179.77,3030.15,NL797,pk477
03091243,1301.61,2382.5,NL797,pk477
03091243,1295.24,2608.7,NL797,pk477
03091243,1174.82,501.174,NL797,pk477
03091244,1177.89,1912.09,NL797,pk477
03091244,1221.35,3352.09,NL797,pk477
03091302,1098.36,189.687,RB1800,ok2334
03091302,1191.21,2293.24,RB1800,ok2334
03091302,1217.95,996.966,RB1800,ok2334
03091303,1253.2,1560.87,RB1800,ok2334
03091304,1190.53,1897.63,RB1800,ok2334
03091452,1181.65,2931.52,MT13113,n3419
03091453,1254.79,3642.51,MT13113,n3419
03091453,1257.59,1371.54,MT13113,n3419
03091453,1241.55,1797.0,MT13113,n3419
03091454,1317.4,2486.04,MT13113,n3419
03091454,1220.78,1121.11,MT13113,n3419
03091457,1211.13,2295.99,MT13113,n3419
03091512,1095.01,1854.48,NL792,pk298
03091513,1083.14,2016.19,NL792,pk298
03091513,1045.75,1630.04,NL792,pk298
03091513,1113.87,1223.62,NL792,pk298
03091513,1115.5,2946.43,NL792,pk298
03091515,1079.16,578.315,N2,-N/A-
03091515,1035.59,2966.63,NL792,pk298
03091515,1085.94,1908.43,NL792,pk298
03091517,1081.77,1818.63,JU394,-N/A-
03091517,1162.86,3937.94,MY16,-N/A-
03091517,1020.5,3422.64,CB4853,-N/A-
03091520,1114.29,3410.44,CB4852,-N/A-
03091520,922.139,2165.28,-N/A-,-N/A-
03091520,1084.08,2932.53,JU438,-N/A-
03091534,1124.81,2972.1,JT603,sa603
03091535,1124.77,584.699,JT603,sa603
03091535,1185.29,786.121,JT603,sa603
03091535,1136.77,1393.36,JT603,sa603
03091535,1143.84,530.867,JT603,sa603
03091536,1172.73,299.38,JT603,sa603
03091536,1093.7,2043.96,JT603,sa603
03091537,1095.6,3215.36,JT603,sa603
03091551,1051.49,4185.51,CB4852,-N/A-
03091552,1068.94,2508.0,CX2205,n2150
03091553,880.483,2612.98,-N/A-,-N/A-
03091553,1194.43,2144.33,N2,-N/A-
03091553,1095.08,2949.01,CX2205,n2150
03091553,1006.04,3260.11,ED3049,-N/A-
03091553,1112.06,3118.78,CX2205,n2150
03091553,1114.66,1896.27,CX2205,n2150
03091555,1092.13,804.413,CX2205,n2150
03091555,1217.25,3227.35,MY16,-N/A-
03091556,1015.88,3572.87,CB4853,-N/A-
03091556,1050.92,3129.65,JU438,-N/A-
03091631,1034.93,3712.87,CB4853,-N/A-
03091632,1171.61,4429.45,CB4852,-N/A-
03091633,1196.96,3066.59,JU394,-N/A-
03091633,1047.19,2401.88,JU438,-N/A-
03091635,1059.67,3457.29,ED3049,-N/A-
03091635,944.185,2782.69,-N/A-,-N/A-
03091636,1203.36,3829.94,MY16,-N/A-
03091654,1028.51,34.5635,JU438,-N/A-
03091712,1131.75,1856.68,N2,-N/A-
03091712,1057.73,3236.26,CB4853,-N/A-
03091713,930.343,3540.22,MY16,-N/A-
03091715,1039.42,3247.86,JU438,-N/A-
03091715,1028.6,3293.0,ED3049,-N/A-
03091715,1232.8,3241.62,JU394,-N/A-
03101050,1034.01,2922.66,JU440,-N/A-
03101051,1011.15,3077.94,ED3054,-N/A-
03101052,1120.8,3406.33,ED3021,-N/A-
03101052,1003.8,2219.84,LSJ1,-N/A-
03101054,1038.92,2148.33,JU298,-N/A-
03101054,1065.25,2795.22,RC301,-N/A-
03101055,1158.42,129.745,N2,-N/A-
03101126,1081.06,2948.99,RC301,-N/A-
03101128,1107.75,3677.74,CB4856,-N/A-
03101128,1175.42,2455.19,N2,-N/A-
03101128,1062.67,2928.98,JU440,-N/A-
03101131,1078.93,3437.88,ED3021,-N/A-
03101131,1000.41,3078.16,LSJ1,-N/A-
03101131,1055.23,3053.73,JU298,-N/A-
03101201,947.062,3311.19,LSJ1,-N/A-
03101203,1083.77,3139.68,RC301,-N/A-
03101203,1036.17,3132.03,ED3054,-N/A-
03101203,1064.9,3548.61,JU298,-N/A-
03101206,1076.76,3241.11,ED3021,-N/A-
03101206,1015.98,3209.85,CB4856,-N/A-
03101206,1128.67,2925.17,N2,-N/A-
03101236,1088.45,1055.72,N2,-N/A-
03101238,980.38,3739.93,LSJ1,-N/A-
03101238,1097.42,3333.59,ED3021,-N/A-
03101238,1111.28,2955.02,JU440,-N/A-
03101241,1000.69,3659.63,JU298,-N/A-
03101241,1080.1,3441.76,ED3054,-N/A-
03101241,988.286,3187.59,CB4856,-N/A-
03101547,1032.36,2664.77,JU298,-N/A-
03101549,1052.4,3529.96,CB4856,-N/A-
03101549,1142.25,3441.95,RC301,-N/A-
03101549,1218.95,1543.88,N2,-N/A-
03101551,1140.58,3163.59,JU440,-N/A-
03101552,1078.17,4010.75,ED3054,-N/A-
03101552,1118.73,4727.52,ED3021,-N/A-
03101626,1059.6,811.805,ED3021,-N/A-
03101627,1117.31,4405.41,JU298,-N/A-
03101628,1038.33,3652.11,LSJ1,-N/A-
03101628,1081.4,3312.28,ED3054,-N/A-
03101630,1127.11,4354.4,CB4856,-N/A-
03101631,1226.63,3472.02,JU440,-N/A-
03101631,1084.17,3668.29,RC301,-N/A-
03111002,1101.66,652.091,N2,-N/A-
03111003,1155.01,708.464,N2,-N/A-
03111003,1119.63,1121.12,N2,-N/A-
03111004,1159.19,928.709,N2,-N/A-
03111005,1157.69,1963.79,N2,-N/A-
03111005,1122.16,1860.84,N2,-N/A-
03111023,1203.35,989.318,NL1142,pk345
03111024,1188.3,1696.66,NL1142,pk345
03111024,1221.1,2576.77,NL1142,pk345
03111024,1237.79,2801.61,NL1142,pk345
03111024,1184.78,1615.9,NL1142,pk345
03111026,1237.65,673.218,NL1142,pk345
03111044,1189.65,1306.06,NL797,pk477
03111045,1208.62,1317.27,NL797,pk477
03111045,1199.32,1337.75,NL797,pk477
03111046,1191.92,327.621,NL797,pk477
03111046,1236.09,2039.84,NL797,pk477
03111047,1187.58,2504.9,NL797,pk477
03111105,1152.33,1230.78,RB1816,ok2349
03111106,1054.99,1668.56,RB1816,ok2349
03111106,1199.07,2939.58,RB1816,ok2349
03111107,1113.15,1149.04,RB1816,ok2349
03111107,1153.25,1040.79,RB1816,ok2349
03111108,1129.94,2692.16,RB1816,ok2349
03111124,1214.17,1259.42,RB1800,ok2334
03111125,1131.34,1351.67,RB1800,ok2334
03111125,1199.73,2415.88,RB1800,ok2334
03111125,1161.47,1749.62,RB1800,ok2334
03111126,1146.99,2382.23,RB1800,ok2334
03111126,1114.94,655.492,RB1800,ok2334
03111127,1170.88,2217.98,RB1800,ok2334
03111144,1194.82,1965.94,NL793,pk438
03111145,1139.75,1106.07,NL793,pk438
03111145,1255.97,1373.18,NL793,pk438
03111146,1205.09,848.894,NL793,pk438
03111147,1170.72,1788.67,NL793,pk438
03111147,1239.54,2788.95,NL793,pk438
03111207,1220.34,1158.98,NL1137,pk376
03111207,1201.97,1145.19,NL1137,pk376
03111207,1293.65,2535.78,NL1137,pk376
03111207,1118.15,1873.93,NL1137,pk376
03111208,1181.43,2040.84,NL1137,pk376
03111208,1217.58,1176.68,NL1137,pk376
03111209,1145.39,2946.4,NL1137,pk376
03111225,1261.31,2792.13,NL795,pk610
03111225,1182.67,2407.66,NL795,pk610
03111225,1177.09,2779.75,NL795,pk610
03111225,1220.41,2895.57,NL795,pk610
03111226,1113.42,1217.84,NL795,pk610
03111227,1239.76,2887.94,NL795,pk610
03111243,1151.66,585.478,JT603,sa603
03111244,1177.62,298.55,JT603,sa603
03111244,1145.53,1579.48,JT603,sa603
03111244,1094.62,1235.85,JT603,sa603
03111246,1154.96,3039.31,JT603,sa603
03111246,1120.98,639.173,JT603,sa603
03111247,1050.57,2397.98,JT603,sa603
03111304,1076.0,1174.02,NL792,pk298
03111305,1124.7,2225.1,NL792,pk298
03111305,1027.85,733.808,NL792,pk298
03111307,1071.24,1147.05,NL792,pk298
03111307,1147.83,1913.52,NL792,pk298
03111307,1074.03,1181.05,NL792,pk298
03111602,1111.67,3165.23,CX2205,n2150
03111603,1044.76,507.842,CX2205,n2150
03111603,1061.79,2965.3,CX2205,n2150
03111603,1066.8,524.197,CX2205,n2150
03111603,1133.09,773.055,CX2205,n2150
03111605,1022.22,1781.57,CX2205,n2150
03111605,912.254,1142.48,CX2205,n2150
03120952,1043.71,2015.1,N2,-N/A-
03120953,1110.17,2299.53,N2,-N/A-
03120953,1091.57,1588.97,N2,-N/A-
03120954,1004.05,1373.91,N2,-N/A-
03120955,1017.38,2025.93,N2,-N/A-
03120955,1110.81,1588.12,N2,-N/A-
03120955,1121.69,612.644,N2,-N/A-
03121012,1117.01,1992.51,RB1396,ok1591
03121013,1039.52,1758.15,RB1396,ok1591
03121013,1083.67,2214.0,RB1396,ok1591
03121013,1166.98,2432.25,RB1396,ok1591
03121014,1088.51,1636.85,RB1396,ok1591
03121014,1149.73,2242.28,RB1396,ok1591
03121015,1101.45,2390.8,RB1396,ok1591
03121032,1161.28,1219.29,RB2498,ok3461
03121033,1075.59,1520.13,RB2498,ok3461
03121033,1185.74,2520.98,RB2498,ok3461
03121033,1157.26,2976.7,RB2498,ok3461
03121034,1145.09,1787.53,RB2498,ok3461
03121054,1049.15,2247.75,RB607,ok335
03121055,1056.96,1380.35,RB607,ok335
03121055,1121.98,2817.74,RB607,ok335
03121055,1108.7,2153.83,RB607,ok335
03121055,1050.55,1878.37,RB607,ok335
03121056,1097.34,2310.98,RB607,ok335
03121056,1049.17,3681.72,RB607,ok335
03121057,1018.97,2014.73,RB607,ok335
03121121,868.656,1374.68,RB2005,ok2657
03121121,885.583,320.151,-N/A-,-N/A-
03121121,800.151,165.632,-N/A-,-N/A-
03121123,1050.21,2165.91,RB1340,ok1469
03121124,1035.9,1654.26,RB1340,ok1469
03121124,1077.51,2054.07,RB1340,ok1469
03121125,1091.88,2868.48,RB1340,ok1469
03121125,1039.7,1456.44,RB1340,ok1469
03121140,832.277,478.507,RB2005,ok2657
03121140,1025.24,652.383,RB557,ok289
03121140,833.426,910.42,-N/A-,-N/A-
03121143,955.363,2793.27,RB2030,ok2688
03121144,973.467,1419.0,RB2030,ok2688
03121144,830.207,1464.21,RB2030,ok2688
03121144,905.552,1993.27,RB2030,ok2688
03121145,974.067,227.994,RB2030,ok2688
03121146,922.334,170.001,RB2030,ok2688
03121146,863.015,94.5372,RB2030,ok2688
03121146,847.871,83.6903,RB2030,ok2688
03121201,849.012,148.053,RB2005,ok2657
03121201,999.584,1964.68,N2,-N/A-
03121201,908.84,176.064,RB557,ok289
03121203,1038.17,539.814,RB1372,ok1557
03121204,1062.39,1025.42,RB1372,ok1557
03121204,1093.62,1295.94,RB1372,ok1557
03121204,1176.73,2850.86,RB1372,ok1557
03121204,755.922,55.2233,RB1372,ok1557
03121206,1146.1,860.475,RB1372,ok1557
03121206,876.571,1582.49,RB1372,ok1557
03121221,897.076,1217.75,RB557,ok289
03121221,864.099,315.73,-N/A-,-N/A-
03121223,839.482,2201.85,VC1063,ok1512
03121224,889.297,2422.19,VC1063,ok1512
03121224,925.202,2194.18,VC1063,ok1512
03121224,872.425,2363.04,VC1063,ok1512
03121225,998.671,3258.15,VC1063,ok1512
03121225,987.289,1681.14,VC1063,ok1512
03121239,1038.89,2450.96,N2,-N/A-
03121239,812.642,383.71,-N/A-,-N/A-
03121239,844.138,96.6524,-N/A-,-N/A-
03121243,1110.44,749.305,FX1908,tm1908
03121244,1123.33,2989.51,FX1908,tm1908
03121244,1172.03,213.312,FX1908,tm1908
03121244,1082.79,732.257,FX1908,tm1908
03121245,1113.63,534.389,FX1908,tm1908
03121246,1133.23,3185.98,FX1908,tm1908
03121303,1095.85,1348.46,FX1880,tm1880
03121304,1141.75,3321.31,FX1880,tm1880
03121304,1092.93,768.67,FX1880,tm1880
03121304,1124.26,2954.89,FX1880,tm1880
03121305,1135.74,643.646,FX1880,tm1880
03121305,1319.42,2690.06,FX1880,tm1880
03121306,1109.93,2234.92,FX1880,tm1880
03121306,1122.53,1147.84,FX1880,tm1880
03121442,1107.56,2864.74,MT13113,n3419
03121443,1122.15,1094.01,MT13113,n3419
03121444,1127.47,2022.28,MT13113,n3419
03121445,1137.77,931.203,MT13113,n3419
03121445,1289.46,1862.2,MT13113,n3419
03121446,1190.3,2292.32,MT13113,n3419
03150931,1114.99,1917.44,N2,-N/A-
03150933,1076.49,1641.83,TG34,op236
03150933,871.916,264.15,DR96,e911
03150933,1116.79,2585.07,VC12,gk9
03150936,1093.98,2144.03,DH244,b244
03150936,1102.93,3138.76,AQ2947,-N/A-
03150937,1028.52,583.5,VC854,gk366
03150953,1118.7,1378.65,TG34,op236
03150953,982.87,3227.9,VC12,gk9
03150954,1104.87,1564.47,DH244,b244
03150957,846.876,35.6141,DR96,e911
03150957,954.906,765.919,VC854,gk366
03150958,938.427,2534.71,RB1543,ok1853
03151011,1042.91,823.457,VC854,gk366
03151013,1111.51,3661.66,AQ2947,-N/A-
03151014,1069.27,3021.82,VC12,gk9
03151014,855.94,57.3529,DR96,e911
03151014,1135.1,1223.01,N2,-N/A-
03151017,1077.58,484.298,TG34,op236
03151017,968.224,254.168,RB1543,ok1853
03151018,1081.86,1313.93,DH244,b244
03151032,984.918,2461.51,RB1543,ok1853
03151034,1090.16,3407.01,AQ2947,-N/A-
03151034,1037.28,140.208,VC854,gk366
03151034,1150.97,1375.98,N2,-N/A-
03151035,1191.02,1761.49,TG34,op236
03151038,1083.02,774.533,DH244,b244
03151038,1087.19,1896.09,VC12,gk9
03151039,888.203,113.103,DR96,e911
03151052,1050.1,3367.59,DH244,b244
03151054,990.707,193.093,RB1543,ok1853
03151054,959.406,694.975,VC854,gk366
03151054,1121.75,1729.06,AQ2947,-N/A-
03151055,1084.89,3512.73,VC12,gk9
03151058,835.856,55.5848,DR96,e911
03151058,1171.85,1386.66,N2,-N/A-
03151059,1126.08,2742.72,TG34,op236
03151111,928.338,150.125,DR96,e911
03151113,1107.03,2561.0,DH244,b244
03151114,1258.5,1972.16,N2,-N/A-
03151114,1042.51,878.336,RB1543,ok1853
03151114,973.022,2138.22,VC854,gk366
03151117,1080.19,2583.42,AQ2947,-N/A-
03151117,1059.06,1816.91,TG34,op236
03151118,1060.43,940.24,VC12,gk9
03151129,1061.22,3319.99,CB4856,-N/A-
03151130,1053.42,3629.41,ED3054,-N/A-
03151130,1007.42,3162.37,RC301,-N/A-
03151130,999.725,3094.76,JU298,-N/A-
03151132,967.778,3194.48,LSJ1,-N/A-
03151132,1049.12,2805.82,TG34,op236
03151133,1104.25,2634.16,ED3021,-N/A-
03151133,1146.85,3003.05,N2,-N/A-
03151134,879.283,31.7133,DR96,e911
